2025-11-28 11:52:15,Casio G-Shock DW-5600UBB-1DR Digital Black Dial Men (G1513),7994
2025-11-28 11:52:17,Apple iPhone 15 (128 GB) - Black,52990
2025-11-28 11:52:19,"Apple AirPods 4 Wireless Earbuds, Bluetooth Headphones, Personalised Spatial Audio, Sweat and Water Resistant, USB-C Charging Case, H2 Chip, Up to 30 Hours of Battery Life, Effortless Setup for iPhone",11999
